gender,age,marital_status,education,nb_depend_child,employ_status,yrs_current_job,yrs_employed,net_income,spouse_work,spouse_income,residential_status,yrs_current_address,product,purchase
M,54,divorced,postgrad,3,full_time,13,15,148750,no,0,tenant,12,bonds,yes
F,31,single,univ,0,part_time,4,7,47813,no,0,owner,2,derivatives,no
F,38,single,highsch,0,full_time,3,4,47813,no,0,owner,5,bonds,yes
F,54,single,univ,0,part_time,5,22,55781,no,0,tenant,10,derivatives,no
F,27,single,highsch,0,part_time,5,4,19125,no,0,owner_morg,1,stocks,yes
F,22,single,basic,0,full_time,0,2,21250,no,0,owner_morg,5,derivatives,no
M,48,married,univ,2,full_time,2,14,79688,yes,46538,owner_morg,8,derivatives,no
M,28,widowed,highsch,2,part_time,3,7,19125,no,0,tenant,4,derivatives,yes
F,28,married,postgrad,2,unemployed,0,3,0,yes,42182,tenant,7,stocks,no
M,46,divorced,highsch,2,unemployed,0,6,0,no,0,owner,5,stocks,no
F,25,single,basic,0,part_time,1,6,12750,no,0,tenant,1,stocks,yes
M,51,married,univ,1,unemployed,0,23,0,yes,42180,owner_morg,9,derivatives,yes
F,47,single,postgrad,0,full_time,2,6,127500,no,0,tenant,5,bonds,yes
M,44,divorced,univ,2,full_time,5,5,79688,no,0,owner,9,stocks,no
F,26,married,highsch,0,unemployed,0,3,0,no,0,tenant,9,stocks,yes
F,45,divorced,univ,2,part_time,11,14,47813,no,0,owner,5,bonds,yes
M,30,single,postgrad,0,full_time,1,3,127500,no,0,owner,15,stocks,no
F,51,divorced,highsch,2,part_time,15,20,33469,no,0,tenant,3,bonds,yes
F,22,married,univ,1,self_employ,0,0,63750,yes,61100,owner_morg,4,derivatives,no
M,41,widowed,univ,3,part_time,0,13,47813,no,0,tenant,5,stocks,no
F,21,single,highsch,0,part_time,1,1,19125,no,0,w_parents,5,bonds,yes
F,39,divorced,univ,1,full_time,0,11,79688,no,0,tenant,7,bonds,yes
M,40,single,postgrad,0,full_time,1,1,127500,no,0,owner_morg,13,stocks,no
M,26,married,univ,2,unemployed,0,3,0,yes,2100,owner_morg,1,bonds,yes
M,40,divorced,univ,1,full_time,10,18,79688,no,0,owner,6,bonds,yes
F,20,single,highsch,0,self_employ,1,1,38250,no,0,tenant,5,derivatives,no
F,33,divorced,postgrad,0,full_time,8,6,127500,no,0,tenant,4,bonds,yes
F,55,divorced,univ,1,full_time,0,18,92969,no,0,owner_morg,8,stocks,no
F,24,married,highsch,0,part_time,3,2,19125,yes,21823,tenant,7,bonds,yes
M,27,married,univ,2,self_employ,5,5,63750,yes,49018,tenant,8,bonds,yes
M,37,divorced,highsch,1,full_time,8,15,47813,no,0,owner,10,derivatives,no
F,50,single,highsch,0,full_time,2,9,55781,no,0,owner,14,bonds,yes
M,41,single,highsch,0,part_time,5,12,28688,no,0,tenant,10,derivatives,yes
M,22,divorced,basic,1,part_time,1,2,12750,no,0,owner_morg,3,bonds,yes
F,48,married,highsch,2,full_time,10,24,47813,yes,59443,tenant,13,stocks,no
F,31,widowed,univ,2,part_time,1,4,47813,no,0,tenant,2,stocks,no
F,27,single,univ,0,full_time,2,2,53125,no,0,owner,3,stocks,yes
M,27,widowed,univ,0,full_time,4,6,53125,no,0,tenant,9,stocks,yes
F,47,divorced,highsch,0,unemployed,0,18,0,no,0,owner_morg,11,stocks,no
F,50,married,basic,3,part_time,4,17,22313,yes,36541,tenant,2,derivatives,yes
M,24,single,basic,0,part_time,3,2,12750,no,0,tenant,5,stocks,yes
F,35,divorced,univ,3,part_time,0,1,47813,no,0,tenant,8,derivatives,no
F,22,single,univ,0,full_time,0,0,53125,no,0,tenant,8,bonds,yes
F,28,single,univ,0,full_time,2,6,53125,no,0,owner,4,bonds,yes
M,23,single,highsch,0,unemployed,0,1,0,no,0,tenant,5,derivatives,yes
F,54,married,univ,2,part_time,2,6,55781,yes,27115,owner,2,stocks,no
F,39,divorced,univ,1,self_employ,7,12,95625,no,0,owner_morg,11,bonds,no
M,52,divorced,highsch,0,unemployed,0,14,0,no,0,tenant,11,bonds,no
F,25,single,univ,0,part_time,1,1,31875,no,0,tenant,10,stocks,no
M,61,divorced,highsch,0,full_time,16,25,55781,no,0,owner_morg,13,stocks,no
M,21,divorced,highsch,0,self_employ,2,2,38250,no,0,owner,7,stocks,no
F,27,single,univ,0,full_time,5,6,53125,no,0,tenant,9,derivatives,no
M,43,married,univ,3,full_time,10,10,79688,yes,34439,tenant,11,stocks,no
F,45,single,highsch,0,self_employ,5,21,57375,no,0,owner,4,stocks,no
F,33,single,basic,0,full_time,4,10,31875,no,0,tenant,11,bonds,yes
F,34,divorced,highsch,1,part_time,8,12,28688,no,0,owner_morg,13,derivatives,no
F,37,widowed,univ,3,full_time,1,14,79688,no,0,tenant,1,bonds,yes
M,22,married,univ,0,full_time,2,3,53125,yes,43431,owner_morg,7,derivatives,yes
M,35,married,highsch,2,part_time,4,8,28688,yes,32961,tenant,14,stocks,no
F,24,married,highsch,0,full_time,2,4,31875,yes,45081,tenant,5,stocks,yes
M,25,single,univ,0,unemployed,0,6,0,no,0,tenant,3,bonds,no
F,43,divorced,univ,3,unemployed,0,11,0,no,0,tenant,12,bonds,no
M,33,widowed,basic,3,full_time,2,2,31875,no,0,tenant,14,derivatives,yes
F,21,divorced,highsch,1,self_employ,0,1,38250,no,0,tenant,7,derivatives,no
M,35,single,basic,0,unemployed,0,13,0,no,0,tenant,3,derivatives,yes
M,45,married,basic,0,self_employ,9,13,38250,yes,41082,tenant,7,stocks,no
M,62,divorced,highsch,1,unemployed,0,28,0,no,0,tenant,14,stocks,no
F,37,married,highsch,0,self_employ,1,13,57375,yes,38934,owner,10,derivatives,no
F,20,married,highsch,0,part_time,0,1,19125,yes,38928,owner,7,stocks,no
M,57,widowed,highsch,0,part_time,16,22,33469,no,0,owner_morg,2,bonds,no
M,61,widowed,univ,2,full_time,9,31,92969,no,0,owner,2,derivatives,yes
M,27,single,highsch,0,full_time,0,0,31875,no,0,tenant,1,derivatives,yes
F,44,single,basic,0,full_time,11,13,31875,no,0,owner,10,derivatives,no
F,22,widowed,univ,0,full_time,0,1,53125,no,0,tenant,3,derivatives,yes
M,26,divorced,highsch,2,part_time,1,2,19125,no,0,owner,8,derivatives,yes
F,21,single,highsch,0,self_employ,0,1,38250,no,0,tenant,8,derivatives,no
M,21,single,basic,0,self_employ,2,2,25500,no,0,w_parents,6,stocks,yes
M,30,married,postgrad,2,unemployed,0,6,0,no,0,tenant,7,bonds,yes
F,40,married,highsch,1,unemployed,0,9,0,yes,46500,owner_morg,14,derivatives,yes
M,22,single,univ,0,part_time,0,3,31875,no,0,tenant,5,bonds,no
F,42,married,univ,2,self_employ,4,9,95625,yes,55971,owner_morg,13,stocks,no
M,35,widowed,highsch,2,full_time,6,12,47813,no,0,owner,12,derivatives,yes
M,38,divorced,highsch,2,unemployed,0,16,0,no,0,tenant,11,bonds,yes
M,24,widowed,univ,0,part_time,1,2,31875,no,0,owner,3,derivatives,yes
F,33,single,highsch,0,unemployed,0,1,0,no,0,tenant,1,derivatives,no
M,21,single,basic,0,full_time,0,2,21250,no,0,w_parents,7,derivatives,yes
M,38,married,highsch,2,self_employ,10,8,57375,yes,31366,owner,11,bonds,yes
F,27,widowed,basic,0,self_employ,1,2,25500,no,0,owner,7,stocks,yes
F,47,divorced,basic,0,part_time,8,14,19125,no,0,owner_morg,14,derivatives,no
M,53,single,basic,0,full_time,9,7,37188,no,0,tenant,6,derivatives,yes
M,37,married,highsch,3,full_time,5,6,47813,no,0,owner,7,bonds,no
F,21,single,highsch,0,unemployed,0,2,0,no,0,w_parents,8,bonds,yes
M,28,divorced,univ,3,full_time,4,6,53125,no,0,owner_morg,5,derivatives,yes
M,30,divorced,highsch,2,full_time,0,2,47813,no,0,owner,2,bonds,yes
M,21,widowed,highsch,1,unemployed,0,2,0,no,0,tenant,5,derivatives,no
M,43,single,univ,0,full_time,8,16,79688,no,0,owner_morg,1,stocks,no
F,58,widowed,highsch,1,unemployed,0,3,0,no,0,tenant,9,bonds,yes
F,46,divorced,postgrad,0,full_time,9,9,127500,no,0,owner,12,derivatives,no
M,23,married,highsch,1,part_time,1,1,19125,no,0,owner_morg,8,bonds,yes
M,41,divorced,highsch,0,self_employ,11,17,57375,no,0,tenant,6,bonds,no
M,39,single,univ,0,part_time,1,15,47813,no,0,owner_morg,14,derivatives,no
M,78,single,highsch,0,unemployed,0,46,0,no,0,tenant,5,bonds,no
F,29,married,highsch,1,self_employ,4,6,38250,yes,42573,tenant,10,derivatives,no
M,23,single,univ,0,full_time,3,2,53125,no,0,owner_morg,6,bonds,no
M,28,divorced,highsch,3,unemployed,0,6,0,no,0,owner_morg,1,stocks,yes
F,40,divorced,highsch,1,part_time,3,9,28688,no,0,owner,7,stocks,no
F,31,married,univ,0,full_time,0,2,79688,yes,39014,tenant,4,stocks,no
M,23,divorced,basic,1,unemployed,0,4,0,no,0,owner_morg,8,bonds,yes
F,40,divorced,postgrad,0,full_time,8,7,127500,no,0,tenant,15,derivatives,no
M,30,married,postgrad,2,unemployed,0,6,0,yes,54198,tenant,13,derivatives,yes
F,27,single,univ,0,unemployed,0,1,0,no,0,tenant,2,stocks,yes
F,32,divorced,univ,0,full_time,1,10,79688,no,0,owner_morg,15,bonds,yes
F,49,single,univ,0,full_time,13,17,79688,no,0,tenant,3,stocks,no
M,40,divorced,highsch,1,full_time,7,18,47813,no,0,tenant,9,derivatives,yes
M,28,married,univ,2,unemployed,0,6,0,yes,15900,tenant,10,stocks,yes
M,36,single,univ,0,full_time,3,6,79688,no,0,tenant,8,stocks,no
M,59,single,highsch,0,part_time,7,20,33469,no,0,tenant,4,bonds,no
M,22,single,univ,0,unemployed,0,3,0,no,0,tenant,3,bonds,no
M,41,divorced,univ,3,full_time,4,18,79688,no,0,tenant,9,derivatives,no
F,39,married,postgrad,2,full_time,1,13,127500,yes,116205,owner_morg,9,stocks,no
F,25,married,highsch,1,part_time,0,1,19125,yes,30499,tenant,4,derivatives,yes
F,24,widowed,univ,1,part_time,1,3,31875,no,0,tenant,3,derivatives,yes
M,23,married,highsch,1,unemployed,0,4,0,yes,21625,owner,4,stocks,yes
F,28,divorced,postgrad,0,full_time,1,2,85000,no,0,tenant,3,bonds,yes
F,58,widowed,highsch,0,part_time,13,31,33469,no,0,owner,13,derivatives,yes
F,24,widowed,highsch,1,full_time,1,4,31875,no,0,owner,4,derivatives,yes
F,25,single,basic,0,unemployed,0,6,0,no,0,tenant,4,stocks,yes
F,32,divorced,highsch,2,part_time,5,11,28688,no,0,owner_morg,2,derivatives,no
F,46,single,postgrad,0,full_time,3,16,127500,no,0,owner_morg,11,bonds,no
M,27,divorced,highsch,0,part_time,2,2,19125,no,0,tenant,8,derivatives,yes
F,45,widowed,univ,3,full_time,14,20,79688,no,0,tenant,6,stocks,no
F,38,divorced,highsch,1,unemployed,0,10,0,no,0,tenant,10,bonds,yes
F,68,divorced,highsch,3,self_employ,7,29,66938,no,0,tenant,14,bonds,yes
M,43,single,highsch,0,self_employ,2,8,57375,no,0,owner_morg,3,stocks,no
F,27,divorced,highsch,2,full_time,4,6,31875,no,0,owner_morg,10,stocks,yes
M,21,single,basic,0,full_time,0,2,21250,no,0,w_parents,6,bonds,no
F,52,married,univ,3,self_employ,8,18,111563,yes,42581,tenant,10,bonds,yes
F,72,widowed,highsch,0,retired,4,14,22313,no,0,tenant,12,derivatives,yes
F,28,widowed,highsch,0,self_employ,5,6,38250,no,0,owner,3,stocks,yes
F,21,divorced,highsch,1,part_time,2,2,19125,no,0,tenant,7,bonds,yes
M,56,widowed,basic,3,part_time,5,24,22313,no,0,tenant,8,derivatives,yes
F,40,divorced,univ,3,unemployed,0,3,0,no,0,owner,15,derivatives,no
M,21,single,highsch,0,unemployed,0,2,0,no,0,w_parents,8,bonds,no
F,39,married,highsch,1,part_time,5,11,28688,yes,48058,owner,8,derivatives,yes
M,21,divorced,highsch,1,full_time,0,0,31875,no,0,owner_morg,3,derivatives,yes
M,59,married,highsch,1,self_employ,21,30,66938,yes,43518,tenant,15,bonds,yes
M,49,divorced,highsch,3,self_employ,1,14,57375,no,0,tenant,14,stocks,no
M,29,divorced,univ,0,self_employ,1,5,63750,no,0,tenant,9,stocks,yes
M,48,married,highsch,2,unemployed,0,6,0,yes,40584,tenant,8,derivatives,yes
M,44,single,postgrad,0,full_time,1,19,127500,no,0,tenant,3,stocks,no
F,24,divorced,highsch,0,full_time,0,2,31875,no,0,tenant,8,derivatives,no
F,48,divorced,highsch,1,part_time,11,18,28688,no,0,tenant,14,bonds,yes
M,21,single,highsch,0,full_time,2,2,31875,no,0,owner_morg,5,stocks,yes
F,31,single,basic,0,full_time,0,4,31875,no,0,tenant,6,derivatives,no
M,60,widowed,highsch,1,full_time,17,33,55781,no,0,owner,4,stocks,no
M,24,single,highsch,0,self_employ,3,3,38250,no,0,tenant,6,derivatives,yes
F,56,widowed,univ,2,unemployed,0,30,0,no,0,tenant,8,derivatives,yes
M,30,single,postgrad,0,full_time,0,1,127500,no,0,owner,3,stocks,no
F,79,single,highsch,0,self_employ,21,41,66938,no,0,tenant,11,stocks,no
F,47,single,highsch,0,full_time,15,12,47813,no,0,owner,6,bonds,yes
M,28,married,postgrad,3,full_time,2,7,85000,yes,32943,tenant,9,derivatives,yes
F,26,divorced,basic,1,part_time,2,3,12750,no,0,tenant,6,stocks,yes
F,31,divorced,univ,1,full_time,3,10,79688,no,0,owner,11,derivatives,no
F,22,married,univ,1,full_time,2,2,53125,yes,33946,owner,5,derivatives,yes
M,31,married,univ,0,full_time,7,6,79688,yes,69895,owner,3,stocks,no
M,50,widowed,highsch,1,part_time,3,2,33469,no,0,tenant,7,derivatives,yes
M,51,widowed,postgrad,2,full_time,3,15,148750,no,0,owner,13,bonds,yes
M,25,married,univ,1,full_time,2,2,53125,yes,47855,tenant,4,derivatives,yes
M,29,widowed,postgrad,1,full_time,6,8,85000,no,0,tenant,2,bonds,yes
F,46,married,univ,2,part_time,5,11,47813,no,0,tenant,13,bonds,yes
F,61,single,basic,0,unemployed,0,15,0,no,0,tenant,10,stocks,no
F,47,divorced,highsch,0,self_employ,8,22,57375,no,0,owner,10,derivatives,no
M,36,married,highsch,1,unemployed,0,2,0,no,0,owner_morg,4,bonds,yes
M,31,married,univ,1,self_employ,1,6,95625,yes,52244,owner,14,derivatives,yes
M,58,divorced,basic,2,part_time,15,26,22313,no,0,owner,14,stocks,no
M,28,divorced,basic,2,part_time,1,3,12750,no,0,tenant,6,stocks,yes
F,21,married,highsch,1,full_time,0,1,31875,yes,32282,owner,6,bonds,yes
F,25,divorced,highsch,2,full_time,4,6,31875,no,0,owner,7,stocks,yes
M,23,single,highsch,0,full_time,2,4,31875,no,0,owner_morg,8,derivatives,yes
F,40,single,highsch,0,unemployed,0,10,0,no,0,owner_morg,5,derivatives,no
F,34,married,basic,2,self_employ,2,10,38250,yes,49643,owner_morg,6,bonds,yes
M,37,divorced,basic,0,unemployed,0,10,0,no,0,owner_morg,13,derivatives,yes
F,21,single,highsch,0,full_time,1,2,31875,no,0,owner,3,stocks,yes
M,49,divorced,highsch,2,self_employ,5,18,57375,no,0,owner_morg,9,derivatives,yes
M,61,single,univ,0,full_time,18,29,92969,no,0,tenant,6,stocks,no
F,30,married,highsch,1,part_time,6,8,28688,yes,50508,tenant,2,bonds,yes
M,33,divorced,highsch,1,full_time,4,10,47813,no,0,owner_morg,3,stocks,no
F,37,single,univ,0,self_employ,5,6,95625,no,0,tenant,4,bonds,yes
M,57,married,highsch,1,unemployed,0,31,0,no,0,tenant,13,derivatives,yes
F,21,married,highsch,1,full_time,0,2,31875,yes,35658,tenant,7,derivatives,yes
M,34,widowed,highsch,2,full_time,5,12,47813,no,0,tenant,1,stocks,no
M,26,widowed,univ,3,full_time,4,6,53125,no,0,tenant,5,derivatives,yes
F,28,divorced,basic,3,unemployed,0,0,0,no,0,owner_morg,1,bonds,no
M,31,divorced,univ,3,full_time,1,10,79688,no,0,owner,4,derivatives,yes
M,51,married,univ,0,full_time,6,16,92969,yes,61344,owner,10,stocks,no
F,30,single,highsch,0,full_time,4,10,47813,no,0,tenant,3,bonds,yes
M,23,widowed,basic,0,self_employ,0,2,25500,no,0,owner,4,derivatives,yes
M,27,married,basic,2,unemployed,0,0,0,yes,13972,owner_morg,3,stocks,yes
M,23,single,univ,0,full_time,2,3,53125,no,0,owner,5,stocks,yes
M,33,married,univ,2,unemployed,0,0,0,yes,55105,tenant,10,bonds,yes
M,61,married,highsch,2,unemployed,0,27,0,yes,34719,owner,10,stocks,no
M,58,widowed,univ,1,self_employ,7,27,111563,no,0,tenant,15,stocks,no
F,20,single,highsch,0,unemployed,0,2,0,no,0,w_parents,5,stocks,yes
M,52,married,highsch,1,unemployed,0,21,0,yes,40224,tenant,9,derivatives,yes
M,35,widowed,univ,2,unemployed,0,2,0,no,0,owner,9,bonds,yes
M,57,single,basic,0,full_time,0,26,37188,no,0,owner,2,stocks,no
F,29,single,highsch,0,unemployed,0,2,0,no,0,tenant,3,derivatives,no
F,68,single,univ,0,unemployed,0,33,0,no,0,tenant,3,stocks,no
M,52,widowed,highsch,2,unemployed,0,10,0,no,0,owner_morg,8,derivatives,yes
M,50,married,univ,1,full_time,2,2,92969,no,0,tenant,5,derivatives,yes
F,26,married,highsch,0,full_time,4,3,31875,yes,44093,owner_morg,7,stocks,yes
M,46,married,postgrad,2,part_time,7,21,76500,yes,39655,owner,13,derivatives,yes
M,46,married,univ,0,part_time,14,12,47813,no,0,tenant,2,stocks,no
M,42,divorced,basic,1,part_time,1,17,19125,no,0,tenant,15,derivatives,yes
F,33,divorced,highsch,2,part_time,1,10,28688,no,0,owner,3,bonds,no
F,52,divorced,highsch,0,self_employ,10,14,66938,no,0,tenant,14,bonds,yes
M,50,divorced,univ,0,unemployed,0,18,0,no,0,owner,14,stocks,no
M,26,divorced,highsch,1,full_time,1,2,31875,no,0,owner,9,derivatives,yes
F,34,divorced,basic,0,unemployed,0,8,0,no,0,tenant,9,stocks,no
M,51,single,postgrad,0,full_time,17,21,148750,no,0,tenant,8,derivatives,yes
F,36,single,univ,0,full_time,7,10,79688,no,0,tenant,8,derivatives,no
M,44,single,univ,0,unemployed,0,17,0,no,0,tenant,2,derivatives,yes
F,61,single,highsch,0,unemployed,0,17,0,no,0,tenant,13,stocks,no
F,39,divorced,highsch,0,full_time,1,13,47813,no,0,owner_morg,11,bonds,yes
M,21,married,highsch,1,self_employ,1,2,38250,yes,49530,tenant,7,bonds,yes
F,43,widowed,univ,1,part_time,6,11,47813,no,0,tenant,13,bonds,no
M,63,married,univ,2,unemployed,0,17,0,yes,7491,owner_morg,7,bonds,yes
M,60,single,univ,0,part_time,18,32,55781,no,0,tenant,5,bonds,no
F,36,divorced,univ,3,part_time,5,11,47813,no,0,owner,3,stocks,no
F,24,single,highsch,0,self_employ,1,1,38250,no,0,owner_morg,3,stocks,yes
F,54,married,highsch,1,self_employ,7,12,66938,yes,26415,owner,10,bonds,yes
M,23,married,univ,1,unemployed,0,4,0,yes,31383,tenant,6,derivatives,yes
M,41,widowed,highsch,3,self_employ,8,10,57375,no,0,tenant,15,bonds,yes
F,79,widowed,highsch,3,unemployed,0,27,0,no,0,owner,6,bonds,yes
F,46,divorced,highsch,0,self_employ,6,6,57375,no,0,tenant,10,bonds,yes
F,48,widowed,basic,0,full_time,3,9,31875,no,0,tenant,2,stocks,no
F,36,single,basic,0,unemployed,0,7,0,no,0,owner_morg,7,stocks,no
F,32,divorced,highsch,2,self_employ,3,7,57375,no,0,tenant,14,stocks,no
F,20,divorced,basic,0,self_employ,0,2,25500,no,0,tenant,7,derivatives,no
M,43,single,univ,0,unemployed,0,18,0,no,0,tenant,14,bonds,no
M,45,single,postgrad,0,full_time,4,4,127500,no,0,tenant,1,bonds,no
M,33,married,postgrad,0,full_time,3,12,127500,yes,65868,owner_morg,14,derivatives,no
M,41,single,highsch,0,full_time,3,5,47813,no,0,tenant,2,stocks,no
F,34,married,highsch,1,self_employ,4,3,57375,yes,28663,tenant,6,bonds,yes
M,21,single,basic,0,full_time,0,0,21250,no,0,w_parents,5,derivatives,yes
M,26,widowed,basic,2,self_employ,0,5,25500,no,0,owner,2,bonds,yes
F,36,married,highsch,2,full_time,9,10,47813,yes,54482,tenant,6,bonds,yes
M,24,married,univ,0,full_time,2,4,53125,yes,40536,tenant,7,derivatives,yes
F,42,divorced,highsch,1,full_time,0,6,47813,no,0,owner_morg,2,derivatives,no
M,45,divorced,highsch,3,unemployed,0,9,0,no,0,owner_morg,3,bonds,yes
F,48,married,univ,2,full_time,3,18,79688,yes,73896,owner_morg,6,derivatives,yes
M,30,single,basic,0,part_time,2,2,19125,no,0,tenant,8,bonds,no
F,75,married,highsch,0,unemployed,0,22,0,yes,52940,tenant,4,derivatives,no
F,21,married,highsch,0,self_employ,1,2,38250,yes,39584,tenant,6,derivatives,no
M,22,single,highsch,0,self_employ,0,2,38250,no,0,tenant,3,bonds,no
F,41,divorced,basic,0,self_employ,4,8,38250,no,0,tenant,7,stocks,no
F,47,single,univ,0,full_time,0,3,79688,no,0,tenant,14,stocks,no
M,26,single,highsch,0,self_employ,0,2,38250,no,0,owner,2,bonds,no
M,21,single,basic,0,unemployed,0,1,0,no,0,w_parents,8,stocks,yes
F,28,divorced,univ,1,unemployed,0,6,0,no,0,owner,1,derivatives,no
M,20,widowed,basic,1,full_time,1,1,21250,no,0,owner_morg,5,bonds,yes
F,61,widowed,postgrad,3,full_time,18,18,148750,no,0,owner_morg,5,bonds,yes
M,33,widowed,basic,3,self_employ,7,9,38250,no,0,tenant,5,derivatives,no
F,23,single,basic,0,full_time,2,4,21250,no,0,owner_morg,7,bonds,no
M,29,married,highsch,1,full_time,4,8,31875,yes,54443,tenant,10,stocks,yes
M,22,divorced,highsch,1,unemployed,0,3,0,no,0,tenant,3,derivatives,yes
M,40,married,highsch,1,unemployed,0,9,0,yes,20550,tenant,2,bonds,yes
M,53,widowed,basic,3,full_time,1,4,37188,no,0,tenant,8,bonds,yes
F,40,single,basic,0,full_time,6,14,31875,no,0,tenant,9,stocks,no
F,23,single,univ,0,part_time,0,4,31875,no,0,owner_morg,6,bonds,no
M,35,single,highsch,0,full_time,3,6,47813,no,0,tenant,7,bonds,no
F,27,married,univ,2,self_employ,4,3,63750,yes,40356,owner_morg,6,bonds,yes
F,55,divorced,univ,2,unemployed,0,10,0,no,0,owner,10,derivatives,no
F,42,single,highsch,0,full_time,5,15,47813,no,0,owner,9,stocks,no
M,38,divorced,univ,0,part_time,10,9,47813,no,0,owner,1,stocks,no
M,30,widowed,basic,0,unemployed,0,8,0,no,0,tenant,13,bonds,no
F,33,divorced,univ,2,unemployed,0,6,0,no,0,tenant,11,bonds,no
M,23,widowed,highsch,1,part_time,3,3,19125,no,0,tenant,5,bonds,yes
M,49,widowed,basic,1,full_time,1,12,31875,no,0,tenant,15,bonds,yes
F,66,widowed,basic,2,self_employ,23,21,44625,no,0,tenant,7,derivatives,yes
F,74,widowed,highsch,0,unemployed,0,18,0,no,0,tenant,9,bonds,yes
F,47,single,highsch,0,part_time,0,16,28688,no,0,tenant,3,stocks,no
M,31,single,highsch,0,part_time,3,9,28688,no,0,owner,3,bonds,no
F,41,single,highsch,0,full_time,6,8,47813,no,0,tenant,11,bonds,yes
M,27,married,postgrad,1,full_time,3,6,85000,yes,78141,owner_morg,7,bonds,yes
M,28,single,postgrad,0,full_time,2,3,85000,no,0,owner_morg,2,bonds,no
M,47,widowed,highsch,2,part_time,10,18,28688,no,0,owner,5,bonds,no
F,54,divorced,highsch,0,full_time,3,6,55781,no,0,tenant,14,stocks,no
F,48,divorced,highsch,3,part_time,14,14,28688,no,0,tenant,8,bonds,yes
M,27,single,univ,0,full_time,3,6,53125,no,0,tenant,3,bonds,no
M,28,divorced,univ,1,self_employ,2,5,63750,no,0,tenant,5,stocks,yes
M,56,single,highsch,0,self_employ,16,21,66938,no,0,owner,9,stocks,no
M,63,married,univ,2,unemployed,0,34,0,yes,27217,tenant,4,derivatives,yes
F,22,single,univ,0,self_employ,2,2,63750,no,0,owner_morg,6,bonds,yes
M,41,divorced,basic,3,part_time,9,10,19125,no,0,owner,7,derivatives,yes
F,30,single,highsch,0,unemployed,0,10,0,no,0,tenant,14,derivatives,no
M,30,divorced,basic,0,unemployed,0,7,0,no,0,tenant,8,derivatives,yes
M,21,widowed,highsch,1,part_time,2,2,19125,no,0,tenant,3,stocks,yes
M,59,widowed,univ,0,part_time,15,26,55781,no,0,owner,1,bonds,no
M,34,divorced,univ,0,full_time,1,6,79688,no,0,tenant,5,derivatives,yes
F,45,married,univ,3,part_time,11,17,47813,no,0,owner,8,stocks,no
F,22,married,highsch,0,unemployed,0,1,0,no,0,tenant,8,stocks,yes
M,37,divorced,highsch,2,full_time,6,7,47813,no,0,tenant,7,bonds,yes
M,26,divorced,highsch,1,full_time,4,4,31875,no,0,owner,5,stocks,yes
M,26,divorced,basic,2,part_time,0,2,12750,no,0,tenant,9,stocks,yes
F,27,married,highsch,2,self_employ,1,6,38250,yes,48141,owner,3,stocks,yes
M,39,divorced,univ,3,part_time,2,6,47813,no,0,tenant,6,bonds,no
M,52,widowed,postgrad,0,full_time,5,6,148750,no,0,owner,5,stocks,no
M,29,divorced,highsch,3,self_employ,1,2,38250,no,0,tenant,2,stocks,yes
M,34,widowed,postgrad,3,full_time,6,5,127500,no,0,tenant,4,derivatives,yes
F,39,divorced,highsch,1,full_time,1,2,47813,no,0,tenant,11,bonds,yes
F,73,divorced,basic,2,self_employ,22,42,44625,no,0,tenant,12,bonds,yes
F,49,single,basic,0,part_time,8,22,19125,no,0,owner_morg,2,derivatives,no
M,28,divorced,highsch,2,full_time,3,3,31875,no,0,tenant,6,bonds,yes
M,45,widowed,highsch,3,full_time,10,18,47813,no,0,tenant,3,derivatives,yes
M,62,married,postgrad,3,part_time,11,18,89250,no,0,tenant,9,stocks,no
M,26,divorced,basic,1,part_time,2,4,12750,no,0,tenant,4,bonds,yes
F,26,single,univ,0,self_employ,1,4,63750,no,0,owner_morg,8,bonds,yes
F,26,single,univ,0,self_employ,3,2,63750,no,0,owner,10,bonds,yes
F,21,single,basic,0,full_time,0,0,21250,no,0,w_parents,7,bonds,yes
M,59,divorced,postgrad,2,full_time,21,22,148750,no,0,tenant,5,bonds,yes
M,35,single,highsch,0,part_time,5,13,28688,no,0,owner_morg,5,derivatives,yes
F,28,widowed,highsch,2,unemployed,0,0,0,no,0,owner_morg,10,bonds,yes
F,22,single,univ,0,unemployed,0,1,0,no,0,owner_morg,8,bonds,yes
M,59,divorced,highsch,3,self_employ,13,26,66938,no,0,tenant,2,stocks,no
M,44,married,univ,3,part_time,8,17,47813,yes,49297,tenant,15,derivatives,yes
M,39,married,highsch,3,part_time,3,17,28688,yes,52874,tenant,2,bonds,yes
F,35,single,postgrad,0,full_time,4,14,127500,no,0,tenant,3,bonds,yes
F,43,married,basic,3,self_employ,13,15,38250,yes,41009,owner_morg,15,stocks,no
F,35,single,univ,0,full_time,7,8,79688,no,0,tenant,3,bonds,no
F,63,widowed,postgrad,0,full_time,10,10,148750,no,0,tenant,8,stocks,no
M,46,divorced,highsch,0,part_time,6,22,28688,no,0,owner,3,bonds,no
F,64,divorced,univ,2,full_time,9,31,92969,no,0,tenant,13,bonds,yes
F,36,divorced,highsch,2,unemployed,0,1,0,no,0,owner,5,derivatives,no
F,31,single,basic,0,full_time,4,6,31875,no,0,tenant,15,stocks,no
M,29,divorced,highsch,0,full_time,6,9,31875,no,0,owner_morg,4,bonds,no
F,39,single,highsch,0,full_time,4,13,47813,no,0,owner,5,bonds,yes
F,29,divorced,highsch,3,part_time,2,6,19125,no,0,owner,9,bonds,yes
